id,category,santali_ol_chiki,bengali,english,status,notes
452,Review candidate,,গ্রহণ করা,receive,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
453,Review candidate,,কেনা,buy,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
454,Review candidate,,বিক্রি করা,sell,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
455,Review candidate,,পরিশোধ করা,pay,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
456,Review candidate,,খেলা,play,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
457,Review candidate,,হাঁটা,walk,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
458,Review candidate,,দৌড়ানো,run,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
459,Review candidate,,লাফানো,jump,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
460,Review candidate,,সাঁতার কাটা,swim,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
461,Review candidate,,গান গাওয়া,sing,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
462,Review candidate,,নাচা,dance,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
463,Review candidate,,হাসা,laugh,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
464,Review candidate,,কাঁদা,cry,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
465,Review candidate,,হাসি দেওয়া,smile,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
466,Review candidate,,সাহায্য করা,help,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
467,Review candidate,,অপেক্ষা করা,wait,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
468,Review candidate,,শুরু করা,start,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
469,Review candidate,,থামা,stop,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
470,Review candidate,,শেষ করা,finish,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
471,Review candidate,,তৈরি করা,make,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
472,Review candidate,,নির্মাণ করা,build,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
473,Review candidate,,কাটা,cut,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
474,Review candidate,,ভাঙা,break,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
475,Review candidate,,যোগ করা,join,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
476,Review candidate,,বাঁধা,tie,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
477,Review candidate,,ধরা,hold,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
478,Review candidate,,ছোঁয়া,touch,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
479,Review candidate,,ছোড়া,throw,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
480,Review candidate,,ধরা,catch,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
481,Review candidate,,খুঁজে পাওয়া,find,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
482,Review candidate,,হারানো,lose,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
483,Review candidate,,জেতা,win,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
484,Review candidate,,বাঁচা,live,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
485,Review candidate,,মারা যাওয়া,die,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
486,Review candidate,,ভালোবাসা,love,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
487,Review candidate,,পছন্দ করা,like,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
488,Review candidate,,চাওয়া,want,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
489,Review candidate,,প্রয়োজন হওয়া,need,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
490,Review candidate,,,can,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
491,Review candidate,,,must,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
492,Review candidate,,,should,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
493,Review candidate,,,may,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
494,Review candidate,,,be,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
495,Review candidate,,,have,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
496,Review candidate,,,do,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
497,Review candidate,,,come back,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
498,Review candidate,,,return,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
499,Review candidate,,,begin,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
500,Review candidate,,,continue,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
501,Review candidate,,,change,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
502,Review candidate,,,choose,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
503,Review candidate,,,use,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
504,Review candidate,,,try,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
505,Review candidate,,স্বাস্থ্য,health,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
506,Review candidate,,ওষুধ,medicine,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
507,Review candidate,,রোগ,disease,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
508,Review candidate,,শিক্ষা,education,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
509,Review candidate,,জ্ঞান,knowledge,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
510,Review candidate,,বিজ্ঞান,science,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
511,Review candidate,,ইতিহাস,history,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
512,Review candidate,,ভূগোল,geography,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
513,Review candidate,,গণিত,mathematics,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
514,Review candidate,,ব্যাকরণ,grammar,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
515,Review candidate,,সংস্কৃতি,culture,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
516,Review candidate,,ঐতিহ্য,tradition,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
517,Review candidate,,উৎসব,festival,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
518,Review candidate,,,village council,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
519,Review candidate,,,government,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
520,Review candidate,,,law,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
521,Review candidate,,,court,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
522,Review candidate,,,rule,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
523,Review candidate,,,duty,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
524,Review candidate,,,freedom,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
525,Review candidate,,,peace,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
526,Review candidate,,,war,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
527,Review candidate,,,problem,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
528,Review candidate,,,solution,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
529,Review candidate,,,reason,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
530,Review candidate,,,idea,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
531,Review candidate,,,plan,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
532,Review candidate,,,example,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
533,Review candidate,,,truth,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
534,Review candidate,,,life,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
535,Review candidate,,,death,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
536,Review candidate,,,friendship,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
537,Review candidate,,সম্প্রদায়,community,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
538,Review candidate,,প্রকৃতি,nature,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
539,Review candidate,,,animal,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
540,Review candidate,,উদ্ভিদ,plant,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
541,Review candidate,,,river,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
542,Review candidate,,,soil,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
543,Review candidate,,কৃষি,agriculture,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
544,Review candidate,,ফসল,harvest,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
545,Review candidate,,শস্য,crop,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
546,Review candidate,,,rice field,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
547,Review candidate,,বাড়ি,house,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
548,Review candidate,,ঘর,room,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
549,Review candidate,,দরজা,door,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
550,Review candidate,,জানালা,window,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
551,Review candidate,,ছাদ,roof,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
552,Review candidate,,দেয়াল,wall,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
553,Review candidate,,মেঝে,floor,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
554,Review candidate,,বিছানা,bed,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
555,Review candidate,,চেয়ার,chair,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
556,Review candidate,,টেবিল,table,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
557,Review candidate,,রান্নাঘর,kitchen,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
558,Review candidate,,জ্বালানি কাঠ,firewood,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
559,Review candidate,,বাতি,lamp,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
560,Review candidate,,কাপড়,clothes,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
561,Review candidate,,জামা,shirt,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
562,Review candidate,,বস্ত্র,cloth,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
563,Review candidate,,জুতো,shoe,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
564,Review candidate,,ব্যাগ,bag,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
565,Review candidate,,ছাতা,umbrella,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
566,Review candidate,,সাইকেল,bicycle,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
567,Review candidate,,গাড়ি,car,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
568,Review candidate,,বাস,bus,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
569,Review candidate,,ট্রেন,train,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
570,Review candidate,,নৌকা,boat,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
571,Review candidate,,স্টেশন,station,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
572,Review candidate,,টিকিট,ticket,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
573,Review candidate,,ভ্রমণ,travel,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
574,Review candidate,,যাত্রা,journey,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
575,Review candidate,,স্থান,place,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
576,Review candidate,,দিক,direction,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
577,Review candidate,,উত্তর,north,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
578,Review candidate,,দক্ষিণ,south,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
579,Review candidate,,পূর্ব,east,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
580,Review candidate,,পশ্চিম,west,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
581,Review candidate,,একসঙ্গে,together,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
582,Review candidate,,একা,alone,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
583,Review candidate,,সঙ্গে,with,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
584,Review candidate,,ছাড়া,without,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
585,Review candidate,,জন্য,for,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
586,Review candidate,,থেকে,from,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
587,Review candidate,,দিকে/প্রতি,to,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
588,Review candidate,,মধ্যে,in,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
589,Review candidate,,উপর,on,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
590,Review candidate,,নিচে,under,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
591,Review candidate,,উপরে,over,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
592,Review candidate,,মাঝে,between,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
593,Review candidate,,কারণ,because,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
594,Review candidate,,কিন্তু,but,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
595,Review candidate,,,and,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
596,Review candidate,,অথবা,or,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
597,Review candidate,,যদি,if,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
598,Review candidate,,তাহলে,then,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
599,Review candidate,,তাই,so,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
600,Review candidate,,,not,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
601,Review candidate,,সম্ভবত,perhaps,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
602,Review candidate,,হয়তো,maybe,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
603,Review candidate,,সত্যিই,really,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
604,Review candidate,,প্রায়,almost,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
605,Review candidate,,যথেষ্ট,enough,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
606,Review candidate,,গতকাল,yesterday,needs_native_review,Concept slot: Santali spelling/meaning must be supplied or verified by a native Santali speaker before publication.
607,Review candidate,,,Common vocabulary item 606,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
608,Review candidate,,,Common vocabulary item 607,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
609,Review candidate,,,Common vocabulary item 608,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
610,Review candidate,,,Common vocabulary item 609,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
611,Review candidate,,,Common vocabulary item 610,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
612,Review candidate,,,Common vocabulary item 611,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
613,Review candidate,,,Common vocabulary item 612,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
614,Review candidate,,,Common vocabulary item 613,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
615,Review candidate,,,Common vocabulary item 614,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
616,Review candidate,,,Common vocabulary item 615,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
617,Review candidate,,,Common vocabulary item 616,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
618,Review candidate,,,Common vocabulary item 617,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
619,Review candidate,,,Common vocabulary item 618,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
620,Review candidate,,,Common vocabulary item 619,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
621,Review candidate,,,Common vocabulary item 620,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
622,Review candidate,,,Common vocabulary item 621,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
623,Review candidate,,,Common vocabulary item 622,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
624,Review candidate,,,Common vocabulary item 623,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
625,Review candidate,,,Common vocabulary item 624,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
626,Review candidate,,,Common vocabulary item 625,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
627,Review candidate,,,Common vocabulary item 626,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
628,Review candidate,,,Common vocabulary item 627,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
629,Review candidate,,,Common vocabulary item 628,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
630,Review candidate,,,Common vocabulary item 629,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
631,Review candidate,,,Common vocabulary item 630,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
632,Review candidate,,,Common vocabulary item 631,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
633,Review candidate,,,Common vocabulary item 632,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
634,Review candidate,,,Common vocabulary item 633,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
635,Review candidate,,,Common vocabulary item 634,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
636,Review candidate,,,Common vocabulary item 635,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
637,Review candidate,,,Common vocabulary item 636,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
638,Review candidate,,,Common vocabulary item 637,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
639,Review candidate,,,Common vocabulary item 638,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
640,Review candidate,,,Common vocabulary item 639,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
641,Review candidate,,,Common vocabulary item 640,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
642,Review candidate,,,Common vocabulary item 641,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
643,Review candidate,,,Common vocabulary item 642,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
644,Review candidate,,,Common vocabulary item 643,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
645,Review candidate,,,Common vocabulary item 644,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
646,Review candidate,,,Common vocabulary item 645,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
647,Review candidate,,,Common vocabulary item 646,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
648,Review candidate,,,Common vocabulary item 647,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
649,Review candidate,,,Common vocabulary item 648,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
650,Review candidate,,,Common vocabulary item 649,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
651,Review candidate,,,Common vocabulary item 650,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
652,Review candidate,,,Common vocabulary item 651,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
653,Review candidate,,,Common vocabulary item 652,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
654,Review candidate,,,Common vocabulary item 653,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
655,Review candidate,,,Common vocabulary item 654,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
656,Review candidate,,,Common vocabulary item 655,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
657,Review candidate,,,Common vocabulary item 656,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
658,Review candidate,,,Common vocabulary item 657,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
659,Review candidate,,,Common vocabulary item 658,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
660,Review candidate,,,Common vocabulary item 659,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
661,Review candidate,,,Common vocabulary item 660,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
662,Review candidate,,,Common vocabulary item 661,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
663,Review candidate,,,Common vocabulary item 662,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
664,Review candidate,,,Common vocabulary item 663,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
665,Review candidate,,,Common vocabulary item 664,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
666,Review candidate,,,Common vocabulary item 665,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
667,Review candidate,,,Common vocabulary item 666,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
668,Review candidate,,,Common vocabulary item 667,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
669,Review candidate,,,Common vocabulary item 668,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
670,Review candidate,,,Common vocabulary item 669,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
671,Review candidate,,,Common vocabulary item 670,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
672,Review candidate,,,Common vocabulary item 671,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
673,Review candidate,,,Common vocabulary item 672,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
674,Review candidate,,,Common vocabulary item 673,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
675,Review candidate,,,Common vocabulary item 674,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
676,Review candidate,,,Common vocabulary item 675,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
677,Review candidate,,,Common vocabulary item 676,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
678,Review candidate,,,Common vocabulary item 677,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
679,Review candidate,,,Common vocabulary item 678,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
680,Review candidate,,,Common vocabulary item 679,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
681,Review candidate,,,Common vocabulary item 680,needs_native_review,Reserved slot for verified Santali vocabulary. Do not treat as a translation.
